"TOA5","GEOFISICO","CR1000","E11808","CR1000.Std.31.08","CPU:Geofisico_Coimbra_v4.2.CR1","37655","Dados24h"
"TIMESTAMP","RECORD","Anonymous4","Temp_Avg","Temp_Max","Temp_Min","Temp_Std","HRel_Avg","HRel_Max","HRel_Min","HRel_Std","pressao_Avg","pressao_Max","pressao_Min","pressao_Std","pnmm_Avg","pnmm_Max","pnmm_Min","VVento_Avg","DVento_Avg","DVento_Std","VVento_Std","VVento_Max","DVento_SMM","TempR5_Avg","TempR5_Min","TempS10_Avg","TempS20_Avg","TempS50_Avg","TempS100_Avg","Precip_Tot","IntPrec_Max","TempoPrec_Tot","RST_Tot","POrv","POrv_Avg","POrv_Max","POrv_Min"
"TS","RN","","oC","oC","oC","oC","%","%","%","%","hPa","hPa","hPa","hPa","hPa","hPa","hPa","m/s","Deg","Deg","m/s","m/s","degN","oC","oC","oC","oC","oC","oC","mm","mm/h","","","","","",""
"","","Smp","Avg","Max","Min","Std","Avg","Max","Min","Std","Avg","Max","Min","Std","Avg","Max","Min","WVc","WVc","WVc","Std","Max","SMM","Avg","Min","Avg","Avg","Avg","Avg","Tot","Max","Tot","Tot","Smp","Avg","Max","Min"
"2021-03-08 00:00:00",699,549,12.12,18.15,8.43,2.999,81.7,95.9,54.3,11.23,1004.009,1005.973,1001.443,1.142266,1021.12,1023.262,1018.27,1.89,251.3,88.9,1.152,6.43,267,13.77,8.29,"NAN",20.34,13.85,"NAN",0,0,1440,13815.56,8.03,8.91,11.44,7.232
"2021-03-09 00:00:00",700,549,11.36,17.25,7.355,2.513,78.79,94.3,54.87,10.1,1002.423,1005.561,1000.207,1.134812,1019.552,1022.917,1017.068,1.903,303.7,86.7,1.276,7.73,325,13.58,7.314,"NAN",18.7,13.99,"NAN",0,0,1440,11449.15,6.971,7.674,9.95,6.381
"2021-03-10 00:00:00",701,549,11.49,17.98,6.997,3.391,63.46,92.2,37.48,15.6,1006.468,1010.915,1003.502,1.494555,1023.66,1028.295,1020.779,3.396,55.04,85.4,2.473,15.95,76,13.44,7.613,"NAN",18.79,13.79,"NAN",0,0,1440,19496.46,5.966,4.329,6.96,1.643
"2021-03-11 00:00:00",702,549,11.49,18.63,4.652,4.485,78.65,96.3,55.03,12.61,1010.895,1014.622,1008.032,1.350752,1028.165,1031.86,1025.573,1.638,235.1,84.5,0.966,5.8,315,13.54,7.532,"NAN",19.96,13.78,"NAN",0,0,1440,17058.76,9.74,7.662,10.97,3.922
"2021-03-12 00:00:00",703,549,13.81,17.95,11.27,1.751,84.1,98,60.3,9.46,1012.788,1014.622,1010.915,0.7366492,1029.945,1031.878,1028.131,1.634,224.3,71.47,0.884,6.7,288,13.9,9.02,"NAN",20.96,14.07,"NAN",1.6,2.571,1440,7988.252,12.44,11.07,13.11,9.26
"2021-03-13 00:00:00",704,549,12.6,17.76,8.79,2.216,78.42,97.7,46.39,16.72,1012.154,1014.622,1009.68,0.8378181,1029.374,1031.943,1026.679,2.641,330.7,33.9,1.599,9.39,313,14.07,9.02,"NAN",20.47,14.16,"NAN",0.6,0.973,1440,17010.54,6.709,8.59,12.54,4.987
"2021-03-14 00:00:00",705,549,10.7,16.39,5.558,3.55,75.13,95.3,42.49,17.12,1012.993,1015.445,1010.503,1.117258,1030.345,1032.914,1028.101,2.28,360,86.6,1.66,10.47,322,13.56,7.981,"NAN",18.34,14.04,"NAN",0,0,1440,15640.58,7.442,6.026,8.31,3.534
"2021-03-15 00:00:00",706,549,12.1,19.61,5.833,4.305,76.41,94.6,46.82,15.63,1013.694,1017.505,1010.503,1.390861,1030.974,1034.85,1027.444,2.064,352,90.9,1.609,9.03,340,13.65,8.19,"NAN",19.93,13.92,"NAN",0,0,1440,19897.34,8.45,7.682,10.53,4.682
"2021-03-16 00:00:00",707,549,14.97,22.87,8.98,4.645,61.33,93.7,31.87,17.43,1010.94,1014.21,1008.856,0.8814769,1028,1031.268,1025.428,1.867,95.2,84.2,1.185,7.6,344,14.14,8.4,"NAN",21.08,14.07,"NAN",0,0,1440,20286.64,7.092,6.912,9.88,4.012
"2021-03-17 00:00:00",708,549,16.52,22.83,11.15,3.711,46.85,80.3,29.95,11.01,1010.365,1012.563,1008.444,0.9178636,1027.321,1029.855,1025.004,3.252,69.47,66.63,2.334,15.73,88,14.44,8.38,"NAN",21.08,14.3,"NAN",0,0,1440,21122.35,5.089,4.722,8.34,1.878
"2021-03-18 00:00:00",709,549,16.67,23.7,10.53,4.231,47.43,65.47,32,10.69,1008.525,1011.327,1005.973,1.363089,1025.442,1028.531,1022.447,5.252,73.68,29.96,2.426,15.67,69,14.72,9.25,"NAN",22.08,14.56,"NAN",0,0,1440,21101.25,1.33,5.036,9.27,1.33
"2021-03-19 00:00:00",710,549,14.7,19.06,10.21,2.685,38.44,54.83,26.28,6.996,1006.02,1008.856,1003.502,1.610479,1023.01,1025.949,1020.216,4.349,64.26,45.95,2.522,20,86,14.73,9.18,"NAN",20.79,14.67,"NAN",0,0,1440,21171.99,-0.017,0.453,3.82,-2.263
"2021-03-20 00:00:00",711,549,13.26,19.13,8.34,3.447,50.6,76.09,34.14,10.85,1003.2,1005.973,999.3834,1.966262,1020.229,1023.212,1016.32,3.153,18.79,68.57,1.745,10.92,88,14.55,9.55,"NAN",20.29,14.61,"NAN",0,0,1440,20734.85,4.613,2.946,8.89,-1.933
"2021-03-21 00:00:00",712,549,12.33,17.4,7.004,2.971,39.96,64.6,23.9,12.05,1005.753,1008.856,1000.619,1.867072,1022.881,1026.116,1017.681,4.613,44.96,32.77,2.203,17.53,65,14.43,9.07,"NAN",19.11,14.65,"NAN",0,0,1440,22254.58,-7.544,-1.511,4.654,-7.95
"2021-03-22 00:00:00",713,549,11.7,19.88,6.165,4.248,44.97,75.95,25.91,12.47,1009.054,1011.739,1006.797,1.292813,1026.279,1029.071,1023.497,3.655,52.99,81,2.081,13.07,83,14.19,7.954,"NAN",19.38,14.56,"NAN",0,0,1440,22359.51,3.726,-0.339,4.681,-8.01
"2021-03-23 00:00:00",714,549,13.3,22.73,5.84,5.332,58.56,84.6,27.55,16.2,1006.827,1008.032,1004.326,0.9880199,1023.919,1025.601,1020.826,2.612,100.1,85,1.397,8.26,81,14.43,8.92,"NAN",20.63,14.43,"NAN",0,0,1440,22337.93,7.38,4.655,9.16,1.574
"2021-03-24 00:00:00",715,549,12.73,21.46,5.789,4.796,72.76,93.7,41.25,16.74,1009.29,1012.151,1006.797,1.326668,1026.457,1029.484,1024.056,2.008,280.5,80.5,1.36,8.57,319,14.79,7.586,"NAN",21.1,14.54,"NAN",0,0,1440,22142.94,8.53,7.468,11.42,4.63
"2021-03-25 00:00:00",716,549,13.02,18.7,9.23,3.098,67.66,85.7,44.35,13.69,1012.061,1014.622,1010.503,0.7584963,1029.255,1031.952,1027.755,2.435,341.4,55.86,1.467,8.42,320,15.21,8.83,"NAN",21.92,14.73,"NAN",0,0,1440,22500.67,6.366,6.83,8.63,4.843
"2021-03-26 00:00:00",717,549,11.95,19.71,6.285,4.24,75.6,94.3,43.98,14.92,1010.404,1012.974,1008.444,0.9318265,1027.636,1030.418,1025.187,1.964,247.3,91.7,1.231,7.62,313,15.03,9.77,"NAN",20.61,14.8,"NAN",0,0,1440,21156.28,8.26,7.406,9.58,5.033
"2021-03-27 00:00:00",718,549,12.21,18.84,6.748,3.767,74.16,95.6,40.82,17.08,1010.733,1013.386,1008.444,0.9514369,1027.955,1030.46,1025.869,2.271,293.6,96.6,1.65,8.74,331,14.95,9.19,"NAN",20.03,14.84,"NAN",0,0,1440,18324.7,7.33,7.271,9.09,4.109
"2021-03-28 00:00:00",719,549,13.28,20.5,8.75,3.598,67.1,88.3,42.47,13.06,1009.831,1012.151,1007.208,0.7659767,1026.972,1029.414,1023.929,1.649,79.2,94.7,0.88,5.71,73,14.56,9.96,"NAN",18.61,14.81,"NAN",0,0,1440,11988.02,7.648,6.987,9.58,4.281
"2021-03-29 00:00:00",720,549,17.01,26.14,8.79,6.063,58.66,88.1,29.47,18.15,1009.032,1011.739,1007.208,0.8617867,1025.942,1028.93,1023.702,1.911,154,75.8,1.306,8.95,103,15.02,8.68,"NAN",22.47,14.8,"NAN",0,0,1440,18704.94,9.48,7.998,11.4,5.068
"2021-03-30 00:00:00",721,549,17.79,21.24,13.55,1.982,52.26,76.72,38.15,10.03,1007.246,1009.68,1005.561,0.6422189,1024.074,1026.796,1022.329,3.53,113.8,43.22,2.59,14.63,104,15.19,10.04,"NAN",21.45,14.98,"NAN",0,0,1440,7801.542,9.44,7.637,10.77,5.125
"2021-03-31 00:00:00",722,549,19.15,22.39,14.88,2.466,49.58,65.83,36.82,9.66,1005.384,1008.444,1001.443,1.585676,1022.102,1025.389,1017.968,3.802,115.5,42.94,2.594,13.76,105,15.31,10.46,"NAN",22.83,15.09,"NAN",0,0,1440,9320.211,6.373,8.08,10.92,5.687
"2021-04-01 00:00:00",723,549,23.03,27.79,18.68,2.938,32.38,49.13,20.92,6.971,997.3561,1002.266,993.2057,2.669331,1013.722,1018.817,1009.382,6.031,119.5,40.81,2.904,18.19,101,16.27,10.87,"NAN",28.68,15.34,"NAN",0,0,1440,19104.32,7.207,5.284,8.22,2.797
"2021-04-02 00:00:00",724,549,16.47,19.06,14.01,1.296,78.32,96.8,46.87,13.43,998.6271,1003.09,994.0293,2.008229,1015.387,1020.07,1010.599,3.104,193.6,70.56,2.036,12.7,207,16.17,10.31,"NAN",22.88,15.61,"NAN",9.7,72,1440,9565.012,12.98,12.47,15.7,6.939
"2021-04-03 00:00:00",725,549,15.01,18.89,13.2,1.621,85,95.7,62.41,9.51,1003.816,1006.385,1001.854,0.698471,1020.749,1023.366,1018.839,1.745,292.7,39.68,0.963,7.19,300,15.94,10.2,"NAN",22.23,15.48,"NAN",0.2,1.003,1440,10842.97,12.45,12.41,13.58,10.88
"2021-04-04 00:00:00",726,549,16.55,23.58,13.12,3.398,80.7,95.7,52.21,13.08,1001.339,1004.326,998.1478,1.144416,1018.142,1021.231,1014.585,1.862,295.8,59.17,1.281,8.39,320,16.53,11.05,"NAN",24.83,15.67,"NAN",0,0,1440,21231.48,12.14,12.98,16.22,11.95
"2021-04-05 00:00:00",727,549,17.09,25.02,11.97,4.109,45.68,93.2,19.93,23.31,1001.232,1004.737,999.3834,0.9694979,1018.003,1021.836,1016.104,3.3,58.1,79.82,2.564,18.44,83,16.78,11.07,"NAN",23.47,16.1,"NAN",0,0,1440,25068.82,7.879,3.684,12.38,-7.266
"2021-04-06 00:00:00",728,549,17.05,27.08,8.65,6.005,53.83,87.1,21.3,20.78,1002.719,1005.149,1001.031,0.6300434,1019.521,1022.018,1017.261,2.088,209.4,85.2,1.317,8,310,16.87,10.79,"NAN",23.76,16.18,"NAN",0,0,1440,24750.99,8.82,6.382,10.6,2.101
"2021-04-07 00:00:00",729,549,15.77,24.99,8.53,5.291,67.69,91.5,32.86,18.19,1000.404,1003.502,997.3241,1.48697,1017.241,1020.609,1013.951,1.667,281.1,68.49,1.124,6.57,310,17.03,10.96,"NAN",23.2,16.29,"NAN",0,0,1440,22017.18,11.15,9.12,12.28,6.573
"2021-04-08 00:00:00",730,549,15.76,24.71,9.95,4.695,61.45,97.6,31.99,20.12,1000.451,1003.502,997.736,1.425432,1017.288,1020.556,1014.775,2.143,142.5,90.4,1.527,12.33,59,16.99,11.28,"NAN",23.2,16.38,"NAN",0,0,1440,23333.78,9.71,7.514,11.2,2.496
"2021-04-09 00:00:00",731,549,16.66,24.49,11.61,3.978,67.74,90.6,34.91,17.3,1003.902,1007.208,1002.266,0.8748583,1020.742,1024.02,1018.651,1.968,203.2,81.1,1.444,8.58,320,17.48,11.96,"NAN",24.34,16.49,"NAN",0,0,1440,22648.26,11.24,10.08,12.4,5.421
"2021-04-10 00:00:00",732,549,15.25,21.07,12.37,2.092,85.5,97.3,52.8,9.8,1001.037,1005.149,999.3834,0.8775687,1017.91,1022.117,1015.947,2.388,147.3,44.32,1.22,9.9,244,16.93,11.94,"NAN",21.12,16.64,"NAN",9.4,36,1440,12464.67,11.72,12.72,15.61,10.78
"2021-04-11 00:00:00",733,549,13.97,19.3,11.89,1.723,90.4,98.5,63.13,7.738,997.3213,1000.207,995.6768,0.8172743,1014.206,1017.231,1012.224,3.047,162.3,41.84,2.123,11.14,161,15.69,9.77,-9.69,19.52,16.54,-18.39,31.4,216,1440,10663.49,13.19,12.36,14.14,10.32
"2021-04-12 00:00:00",734,549,15.61,20.66,11.37,2.709,79.93,98,54.87,15.09,1001.568,1005.973,997.3241,2.310318,1018.43,1023.16,1014.198,"NAN","NAN","NAN","NAN","NAN","NAN",16.13,10.51,"NAN",23.04,16.66,"NAN",0.1,0.014,1440,21026.5,9.55,11.86,14.04,9.42
"2021-04-13 00:00:00",735,549,14.89,20.78,9.71,3.546,67.79,91.3,47.44,11.89,1006.123,1008.032,1004.326,0.7341977,1023.105,1024.975,1021.418,"NAN","NAN","NAN","NAN","NAN","NAN",16.06,10.13,"NAN",20.15,16.81,"NAN",0,0,1440,17812.4,11.63,8.75,12.78,3.963
"2021-04-14 00:00:00",736,549,15.46,17.68,13,1.382,90,96.4,80.1,3.051,1005.229,1006.797,1003.502,0.5931108,1022.159,1023.781,1020.286,"NAN","NAN","NAN","NAN","NAN","NAN",16.06,10.36,"NAN",21.21,16.76,"NAN",5.5,12,1440,7198.004,14.08,13.84,15.86,11.59
"2021-04-15 00:00:00",737,549,17.42,23.48,14.35,2.941,80.1,93.7,53.52,12.24,1000.557,1004.737,997.3241,1.811884,1017.295,1021.638,1013.734,"NAN","NAN","NAN","NAN","NAN","NAN",16.63,11.05,"NAN",23.2,16.92,"NAN",10.9,72,1440,15735.21,13.83,13.73,15.95,11.81
"2021-04-16 00:00:00",738,549,18.77,23.76,14.34,3.044,67.13,85.7,49.01,10.02,1000.505,1003.501,998.5592,0.8720673,1017.164,1020.408,1014.906,2.289,22.15,90.5,1.456,8.22,313,17.22,11.45,"NAN",24.63,17.34,"NAN",0,0,883,14953.49,12.08,12.37,15.37,9.77
"2021-04-17 00:00:00",739,549,16.8,24.05,11.06,4.039,71.47,96.5,35.17,17.86,1001.99,1005.561,1000.207,0.921934,1018.79,1022.581,1016.586,2.05,149.4,87.9,1.383,7.34,104,17.28,10.54,"NAN",23.39,17.52,"NAN",0,0,1440,25816.59,11.81,11.05,15.08,7.483
"2021-04-18 00:00:00",740,549,16.23,23.45,10.81,4.124,49.35,91.4,29.98,15.48,1004.546,1006.384,1002.678,0.8142775,1021.422,1023.296,1019.53,2.417,153.8,91.1,1.305,9.02,109,17.45,11.78,"NAN",23.06,17.79,"NAN",0,0,1440,26380.35,7.966,5.033,11.84,-1.449
"2021-04-19 00:00:00",741,549,16.9,25.21,10,5.045,55.7,83.6,21.31,18.17,1005.682,1007.62,1003.913,0.7208359,1022.54,1024.528,1020.684,2.052,187.7,66.58,1.147,8.45,209,17.64,11.41,"NAN",24.53,17.91,"NAN",0,0,1440,25704.94,9.79,7.051,10.39,1.007
"2021-04-20 00:00:00",742,549,16.49,21.67,13.32,2.43,70.21,93.3,33.99,17.95,1004.617,1007.208,1003.09,0.6602333,1021.478,1024.094,1019.632,1.87,273,66.67,1.291,7.7,261,17.9,12.19,"NAN",24.43,18.09,"NAN",1.6,"INF",1440,20100.71,12.99,10.5,13.66,2.338
"2021-04-21 00:00:00",743,549,15.39,19.15,13.27,1.685,81.2,94,57.75,11.01,1001.933,1004.325,999.7948,0.8790732,1018.812,1021.327,1016.533,2.43,304.9,36.82,1.561,8.71,313,17.6,11.14,"NAN",23.03,18.14,"NAN",0.9,18,1440,14286.74,11.91,12.03,14.28,10.11
"2021-04-22 00:00:00",744,549,13.94,15.84,12.52,0.802,92.6,98.3,77.98,3.708,997.8649,1001.442,994.8525,1.687549,1014.761,1018.448,1011.667,1.911,161.2,46.32,1.155,8.95,153,16.85,10.6,"NAN",20.92,18.05,"NAN",18.7,108,1440,6390.243,14.25,12.76,14.29,11.31
"2021-04-23 00:00:00",745,549,16.71,22.15,13.5,2.832,78.89,98,53.33,15.4,999.1322,1002.266,996.5,1.069196,1015.888,1019.103,1013.346,1.48,272.2,58.09,0.919,6.92,296,17.03,11.22,"NAN",24.74,17.71,"NAN",1.7,36,1440,20732.36,11.82,12.71,14.81,11.02
"2021-04-24 00:00:00",746,549,16.44,21.73,13.26,2.163,76.45,89.6,50.48,11.29,997.418,999.7948,995.6763,0.6592031,1014.16,1016.753,1012.097,3.283,165.9,69.86,2.707,16.49,178,16.89,10.87,"NAN",21.6,17.84,"NAN",0.5,1.44,1440,9749.544,13.82,12.11,14.45,8.85
"2021-04-25 00:00:00",747,549,17.56,21.36,15.38,1.819,75.51,92.1,51.7,11.09,995.9731,999.3829,994.0289,0.6832231,1012.626,1016.16,1010.441,4.164,150.9,26.67,2.428,13.69,158,16.84,10.73,"NAN",22.49,17.67,"NAN",3,72,1440,13270.36,12.87,13.01,16.39,10.92
"2021-04-26 00:00:00",748,549,14.89,18.04,12.97,1.048,89.7,97.8,73.08,4.299,994.1982,996.0881,992.3815,0.7542395,1010.976,1012.854,1009.092,2.317,123.6,40.55,1.527,15.71,159,16.39,11.07,"NAN",21.09,17.67,"NAN",30.6,72,1440,8265.268,11.97,13.2,15.72,11.63
"2021-04-27 00:00:00",749,549,16.7,22.04,12.88,3.137,79.86,95.6,55.69,12.63,992.8613,995.6763,990.3223,0.8211182,1009.513,1012.221,1006.637,1.884,150.3,90.7,1.375,8.44,332,16.76,11.13,13.35,24.19,17.3,"NAN",5.5,9,1440,20684.83,13.67,12.98,15.86,10.76
"2021-04-28 00:00:00",750,549,16.34,20.72,13.86,2.12,82.6,96.8,58.98,12,993.0966,994.4407,991.5577,0.5857112,1009.772,1011.273,1008.314,1.614,276.8,54.91,1.117,7.16,293,17.3,11.82,"NAN",24.43,17.82,"NAN",0.1,0.011,1440,14508.3,12,13.21,14.52,11.88
"2021-04-29 00:00:00",751,549,14.63,19.13,11.99,2.184,80.8,94.8,62.7,9.32,993.4135,996.0881,991.9696,1.003057,1010.194,1013.056,1008.509,2.211,214.7,80.4,1.372,9.73,333,17.11,11.07,"NAN",22.68,17.87,"NAN",0,0,1440,12591.92,9.65,11.26,13.9,9.59
"2021-04-30 00:00:00",752,549,13.51,17.44,10,1.992,68.23,85.4,46.37,11.06,996.5035,999.3829,994.0289,0.9717194,1013.402,1016.445,1011.01,2.598,298.8,37.48,1.607,9.52,306,16.8,11.71,"NAN",21.75,17.69,"NAN",0,0,1440,17402.81,7.595,7.574,9.75,4.766
"2021-05-01 00:00:00",753,549,12.64,18.31,7.57,3.698,70.28,95.2,39.73,18.37,998.3409,1001.03,996.5,1.02198,1015.325,1018.194,1013.577,2.675,284.2,81.8,1.892,11.55,323,16.83,10.77,"NAN",22.08,17.44,"NAN",0,0,1440,26368.59,6.077,6.801,10.7,4.211
"2021-05-02 00:00:00",754,549,12.58,18.04,7.33,3.379,64.46,93.3,34.13,18.67,1002.557,1005.561,998.9711,1.524252,1019.616,1022.838,1016.136,2.546,314.6,67.95,1.987,10.22,319,16.84,9.62,"NAN",21.81,17.49,"NAN",0,0,1440,26127.04,5.976,5.37,8.42,1.463
"2021-05-03 00:00:00",755,549,13.05,20.4,6.234,4.515,64.51,93.2,33.75,17.93,1004.438,1006.384,1002.266,0.825183,1021.503,1023.879,1018.925,2.176,288.1,93.7,1.69,9.79,305,17.02,11.13,"NAN",22.84,17.46,"NAN",0,0,1440,28035.82,5.273,5.876,8.74,3.586
"2021-05-04 00:00:00",756,549,15.17,24.17,7.638,5.482,57.88,85.9,28.2,18.37,1004.353,1006.796,1002.266,0.9447825,1021.291,1023.722,1018.672,2.493,350.6,96.4,2.066,11.61,334,17.37,11.75,"NAN",23.28,17.58,"NAN",0,0,1440,28473.34,6.551,6.062,9.97,2.589
"2021-05-05 00:00:00",757,549,14.7,23.29,7.364,4.99,67.91,90.4,32.77,17.37,1005.502,1008.444,1003.913,0.699104,1022.487,1025.401,1020.42,2.41,296.7,72.72,1.727,9.18,311,17.7,11.32,"NAN",24.21,17.77,"NAN",0,0,1440,28944.95,11.05,8.22,12.19,3.329
"2021-05-06 00:00:00",758,549,15.94,22.95,9.95,4.072,74.43,93.6,46.37,16.13,1005.123,1007.62,1003.501,0.7047798,1022.026,1024.676,1019.98,2.691,321.1,60.72,1.791,10.65,347,18.17,12.27,"NAN",25.61,18.06,"NAN",0,0,1440,28617.24,12.47,10.97,13.65,8.75
"2021-05-07 00:00:00",759,549,17.05,24,12.07,3.721,73.7,93.4,46.84,15.62,1005.668,1007.62,1003.913,0.7643812,1022.514,1024.681,1020.779,2.549,324.9,54.62,1.634,9.47,305,18.72,13.24,"NAN",26.75,18.43,"NAN",0,0,1440,28671.97,11.79,11.93,14.67,10.65
"2021-05-08 00:00:00",760,549,17.56,24.8,11.17,4.518,72.68,92.8,48.26,15.03,1005.322,1008.032,1003.09,1.145664,1022.134,1025.182,1019.538,1.994,305.4,74.45,1.373,7.37,312,18.97,12.5,"NAN",26.48,18.66,"NAN",0,0,1440,28880.75,12.31,12.2,15.04,9.78
"2021-05-09 00:00:00",761,549,16.5,23.28,10.52,4.125,75.83,96.7,49.16,15.19,999.014,1005.149,993.6171,2.748698,1015.782,1022.161,1010.452,2.118,236.3,73.01,1.316,8.3,273,19.16,12.99,"NAN",26.05,18.9,"NAN",0,0,1440,29003.34,11.63,11.85,15.34,9.45
"2021-05-10 00:00:00",762,549,14.18,17.66,11.66,1.437,83.4,98,57.66,9.65,993.5436,999.3829,989.4985,2.533341,1010.353,1016.389,1006.213,3.485,225,73.94,2.292,14.66,168,17.89,12.71,"NAN",21.99,18.95,"NAN",34.7,72,1440,15376.01,9.96,11.31,14.2,8.64
"2021-05-11 00:00:00",763,549,12.13,15.12,10.11,1.413,86.7,96.6,64.86,7.394,998.837,1006.384,996.0881,2.455967,1015.858,1023.644,1013.13,2.82,208,83,1.494,10.84,271,16.99,11.77,"NAN",20.42,18.4,"NAN",20,72,1440,15930.88,8.51,9.92,12.59,7.6
"2021-05-12 00:00:00",764,549,13.6,18.34,8.82,3.239,73.75,94.5,42.66,15.63,1007.2,1009.267,1003.913,1.105011,1024.276,1026.255,1021.145,2.493,207.1,59.89,1.33,9.28,271,16.85,11.09,"NAN",22.11,18.07,"NAN",1.9,36,1440,20891.47,11.37,8.63,11.42,5.323
"2021-05-13 00:00:00",765,549,15.4,19.27,12.33,2.236,78.28,98,53.29,15.4,1007.152,1010.915,1003.913,1.419803,1024.119,1028.01,1020.936,3.046,280.3,56.05,1.8,9.58,308,17.42,11.44,"NAN",24.19,18.14,"NAN",7.7,36,1440,23859.66,10.74,11.34,14.41,8.93
"2021-05-14 00:00:00",766,549,14.66,18.77,12.01,1.886,88.4,100,67.29,7.219,1005.756,1008.855,1003.501,1.04265,1022.743,1026.014,1020.373,2.551,250.1,73.68,1.394,10.51,333,17.22,10.79,"NAN",22.29,18.35,"NAN",4.8,36,1440,10548.79,13.04,12.73,16.6,10.32
"2021-05-15 00:00:00",767,549,16.04,21.2,11.53,2.921,77.07,96.3,54.94,13.83,1006.495,1008.855,1004.737,0.6232929,1023.414,1025.896,1021.828,1.94,308.6,51.51,1.234,8.92,324,17.76,11.3,"NAN",25.8,18.27,"NAN",0.1,0.016,1440,25690.77,12.54,11.75,13.53,10
"2021-05-16 00:00:00",768,549,16.64,19.03,14.04,1.543,87.4,92.8,79.89,2.971,1005.252,1007.62,1003.913,0.5454209,1022.114,1024.59,1020.638,1.614,228,63.82,0.882,6.19,280,17.77,12.19,"NAN",23.94,18.63,"NAN",0,0,1440,6900.514,15.6,14.54,16.55,12.37
"2021-05-17 00:00:00",769,549,17.01,20.62,12.88,1.926,88.4,99.5,53.31,10.69,1004.798,1007.62,1002.678,0.9820006,1021.63,1024.742,1019.513,2.44,289.7,49.69,1.344,8.29,280,17.99,12.34,"NAN",25.18,18.92,"NAN",5.6,18,1440,12139.41,11.45,14.98,18.73,9.68
"2021-05-18 00:00:00",770,549,16.79,23.79,11.32,4.194,67.98,95.2,36.63,19.19,1007.352,1010.091,1005.561,0.7786548,1024.243,1027.28,1022.034,1.882,311.9,59.1,1.189,7.12,310,18.3,11.28,"NAN",25.79,18.7,"NAN",0,0,1440,28642.35,9.91,10.18,13.17,7.448
"2021-05-19 00:00:00",771,549,15.5,19.88,12.35,2.453,84.4,96.1,65.42,6.68,1008.534,1011.327,1006.384,1.025122,1025.518,1028.529,1023.488,2.42,250,88,1.372,8.69,313,18.02,12.31,"NAN",22.56,18.95,"NAN",0.9,4,1440,9765.438,10.84,12.84,17.63,9.39
"2021-05-20 00:00:00",772,549,16.71,24.27,10.09,4.659,71.35,97.3,44.47,18.74,1009.743,1011.738,1007.987,0.7814966,1026.679,1029.097,1024.616,2.125,318.2,69.48,1.738,9.58,335,18.33,11.99,"NAN",25.35,18.76,"NAN",0,0,1440,30068.85,11.48,10.9,13.87,7.675
"2021-05-21 00:00:00",773,549,18.06,26.94,11.24,5.21,69.78,92.8,26.18,21.41,1007.981,1010.915,1005.973,1.084619,1024.81,1028.169,1022.281,2.43,316.4,63.18,1.592,9.3,321,18.97,12.11,"NAN",26.43,19.01,"NAN",0,0,1440,29490.81,13.45,11.51,16.56,2.67
"2021-05-22 00:00:00",774,549,16.54,20.64,12.33,2.26,74.53,90.1,50.78,10.87,1005.605,1006.796,1004.325,0.4436679,1022.479,1023.633,1020.954,2.876,324.5,42.98,1.612,10.09,307,18.94,12.97,"NAN",24.36,19.34,"NAN",0,0,1440,15348.66,8.3,11.85,16.23,7.573
"2021-05-23 00:00:00",775,549,13.89,18.34,10.57,2.201,68.6,86.5,41.74,12.81,1005.608,1007.62,1004.325,0.7292022,1022.639,1024.862,1021.111,2.44,330.4,58.41,1.862,10.02,324,18.07,12.79,"NAN",21.44,19.13,"NAN",0,0,1440,15789.17,6.859,7.933,10.52,3.485
"2021-05-24 00:00:00",776,549,13.77,19.51,7.895,3.747,66.25,90.3,37.57,15.7,1007.807,1010.503,1005.149,1.303076,1024.884,1027.705,1022.475,2.954,305.6,72.55,2.349,12.07,310,17.99,11.47,"NAN",23.4,18.82,"NAN",0,0,1440,29016.19,8.32,7.117,9.2,4.291
"2021-05-25 00:00:00",777,549,14.91,19.59,11.44,2.377,76.15,97.3,48.14,14.88,1010.013,1012.562,1007.62,1.116012,1027.057,1029.824,1024.712,2.936,313.7,68.74,1.847,11.27,347,17.98,12.26,"NAN",22.08,18.8,"NAN",2.1,4.5,1440,15891.77,9.15,10.45,15.76,6.866
"2021-05-26 00:00:00",778,549,16.49,25.47,9.01,5.155,67.87,92.8,36.44,17.77,1008.796,1012.974,1005.561,1.911732,1025.731,1030.306,1022.142,2.303,332.9,76.23,1.899,10.99,326,18.25,12.27,"NAN",24.45,18.71,"NAN",0,0,1440,30190.46,11.29,9.91,13.22,7.636
"2021-05-27 00:00:00",779,549,18.61,27.42,11.58,5.196,67.98,94.7,40.81,16.99,1004.073,1008.032,1001.442,1.123204,1020.804,1025.073,1017.823,2.298,308.4,58.97,1.351,8.48,308,19.28,12.84,"NAN",26.6,19.05,"NAN",0,0,1440,30011.56,10.71,12.02,15.99,9.33
"2021-05-28 00:00:00",780,549,17.52,25.47,12.18,4.401,71.86,93.4,50.26,14.39,1001.992,1003.913,1000.618,0.6586033,1018.751,1020.981,1016.908,1.919,299,52.1,1.164,6.63,323,19.41,13.65,"NAN",25.32,19.42,"NAN",0,0,1440,23242.43,10.91,12.03,16.07,9.69
